Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe1489,C1303,Ab,29.31 ng/ml,1.414 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1490,C1305,Ab,10.13 ng/ml,2.896 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1491,C1400,Ab,8.24 ng/ml,3.443 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1492,C1410,Ab,17.42 ng/ml,2.844 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1493,C1414,Ab,1.98 ng/ml,3.258 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1497,Schardt_12H2,Ab,0.109 nM,0.066 nM,,SARS-CoV-2,S: RBD,34671080 (nM),2021,,
ABSe1498,Schardt_13I1,Ab,0.162 nM,0.082 nM,,SARS-CoV-2,S: RBD,34671080 (nM),2021,,
ABSe1499,HB27,Ab,0.04 nM,0.5 nM,0.0414,SARS-CoV-2,S: RBD,34676096 (nM),2020,7CYP,IF0061
ABSe1519,WRAIR-2123,Ab,3 ng/ml, ,0.0109,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1520,WRAIR-2123,Ab,1126 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1521,WRAIR-2123,Ab,4 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1522,WRAIR-2125,Ab,13 ng/ml, ,0.0106,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1523,WRAIR-2125,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1524,WRAIR-2125,Ab,28 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1525,WRAIR-2125,Ab,21 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1526,WRAIR-2125,Ab,3 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1527,WRAIR-2165,Ab,6 ng/ml, ,0.0109,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1528,WRAIR-2165,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1529,WRAIR-2165,Ab,31 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1530,WRAIR-2173,Ab,2 ng/ml, ,0.0212,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1531,WRAIR-2173,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1532,WRAIR-2173,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1533,WRAIR-2057,Ab,3269 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1534,WRAIR-2057,Ab,622 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1535,WRAIR-2057,Ab,2604 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1536,WRAIR-2057,Ab,499 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1537,WRAIR-2057,Ab,75 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,7N4L,
ABSe1538,WRAIR-2063,Ab,1577 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1539,WRAIR-2063,Ab,680 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1540,WRAIR-2063,Ab,1226 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1541,WRAIR-2063,Ab,37 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1542,WRAIR-2063,Ab,136 ng/ml, ,,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1543,WRAIR-2018,Ab, , ,0.047,SARS-CoV-2,S: RBD,34716452 (),2021,,
ABSe1546,AB-3467,Ab,247 ng/ml, ,4,SARS-CoV-2,S: RBD,34788600 (),2021,7MSQ,
ABSe1582,Beta-26,Ab,2742 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1583,Beta-26,Ab,12 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1584,Beta-26,Ab,16 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1585,Beta-26,Ab,25 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1586,Beta-50,Ab,11 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1587,Beta-50,Ab,14 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1588,Beta-50,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1589,Beta-50,Ab,15 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1590,Beta-50,Ab,19 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1591,Beta-50,Ab,18 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1592,Beta-49,Ab,9 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1593,Beta-49,Ab,11 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1594,Beta-49,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1595,Beta-49,Ab,19 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1596,Beta-49,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1597,Beta-49,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1598,Beta-40,Ab,75 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1599,Beta-40,Ab,1 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1600,Beta-40,Ab,1 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1601,Beta-40,Ab,1 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1602,Beta-40,Ab,107 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1603,Beta-40,Ab,118 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1604,Beta-54,Ab,232 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1605,Beta-54,Ab,2 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1606,Beta-54,Ab,1 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1607,Beta-54,Ab,2 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1608,Beta-54,Ab,409 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1609,Beta-54,Ab,834 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1610,Beta-44,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1611,Beta-44,Ab,28 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1612,Beta-44,Ab,15 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1613,Beta-44,Ab,71 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1614,Beta-44,Ab,19 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1615,Beta-47,Ab,6 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1616,Beta-47,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1617,Beta-47,Ab,3 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1618,Beta-47,Ab,4 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1619,Beta-47,Ab,5 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1620,Beta-47,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1621,Beta-38,Ab,11 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1622,Beta-38,Ab,43 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1623,Beta-38,Ab,21 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1624,Beta-32,Ab,248 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1625,Beta-32,Ab,119 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1626,Beta-32,Ab,53 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1627,Beta-32,Ab,27 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1628,Beta-32,Ab,267 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1629,Beta-32,Ab,257 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1630,Beta-53,Ab,5 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1631,Beta-53,Ab,32 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1632,Beta-53,Ab,4 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1633,Beta-53,Ab,17 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1634,Beta-53,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1635,Beta-53,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1636,Beta-53,Ab,23 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1637,Beta-29,Ab,1372 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1638,Beta-29,Ab,27 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1639,Beta-29,Ab,23 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1640,Beta-27,Ab,18 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1641,Beta-27,Ab,18 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1642,Beta-27,Ab,9 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1643,Beta-27,Ab,6 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1644,Beta-27,Ab,21 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1645,Beta-27,Ab,25 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1646,Beta-27,Ab,26 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1647,Beta-24,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1648,Beta-24,Ab,2 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1649,Beta-24,Ab,5 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1650,Beta-22,Ab,6580 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1651,Beta-22,Ab,25 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1652,Beta-22,Ab,30 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1653,Beta-22,Ab,3672 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1654,Beta-6,Ab,24 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1655,Beta-6,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1656,Beta-6,Ab,15 ng/ml, ,,SARS-CoV-2,S: RBD,34921776 (),2022,7Q9J,
ABSe1658,PD36-5D2,Ab,53 ng/ml, ,6.91,SARS-CoV-2,S: RBD,34966387 (),2021,7FAE;7FAF,
ABSe1659,S2K146,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,34990214 (),2022,7TAS;7TAT,
ABSe1660,CS1,Ab,200 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1661,CS4,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1662,CS8,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1663,CS12,Ab,200 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1664,CS23,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,7S5P,
ABSe1665,CS24,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1666,CS29,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1667,CS34,Ab,200 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1668,CS37,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1669,CS39,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1670,CS40,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1671,CS42,Ab,200 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1672,CS43,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1673,CS44,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,7S5Q,
ABSe1674,CS54,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1675,CS59,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1676,CS82,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1677,CS87,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1678,CS90,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1679,CS91,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1680,CS92,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1681,CS102,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1682,CS114,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1683,CS123,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1684,CS124,Ab,200 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1685,CS127,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1686,CS129,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1687,CS131,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1688,CS134,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1689,CS136,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1690,CS139,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1691,CS143,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1692,CS153,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1693,CS155,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1694,CS156,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1695,CS158,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1696,CS161,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1697,CS163,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1698,CS165,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1699,CS169,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1700,CS170,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1701,CS172,Ab,2000 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1702,CS176,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1703,CS179,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1704,CS180,Ab,200 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1705,CS182,Ab,150 ng/ml, ,,SARS-CoV-2,S: RBD,35076281 (),2022,,
ABSe1706,Beta-55,Ab,348 ng/ml, ,,SARS-CoV-2,S: RBD,35081335 (),2022,7QNW;7QNX,
ABSe1707,Beta-55,Ab,127 ng/ml, ,,SARS-CoV-2,S: RBD,35081335 (),2022,7QNW;7QNX,
ABSe1708,Beta-55,Ab,306 ng/ml, ,,SARS-CoV-2,S: RBD,35081335 (),2022,7QNW;7QNX,
ABSe1709,Beta-55,Ab,16 ng/ml, ,,SARS-CoV-2,S: RBD,35081335 (),2022,7QNW;7QNX,
ABSe1710,Beta-55,Ab,7120 ng/ml, ,,SARS-CoV-2,S: RBD,35081335 (),2022,7QNW;7QNX,
ABSe1711,REGN10922,Ab,0.12 nM, ,5.11,SARS-CoV-2,S: RBD,- (),,,
ABSe1712,REGN10923,Ab,0.33 nM, ,20.6,SARS-CoV-2,S: RBD,- (),,,
ABSe1713,REGN10924,Ab,0.14 nM, ,18.5,SARS-CoV-2,S: RBD,- (),,,
ABSe1714,REGN10938,Ab,0.66 nM, ,5.28,SARS-CoV-2,S: RBD,- (),,,
ABSe1715,REGN10939,Ab,0.23 nM, ,20,SARS-CoV-2,S: RBD,- (),,,
ABSe1716,REGN10940,Ab,0.54 nM, ,7.15,SARS-CoV-2,S: RBD,- (),,,
ABSe1718,REGN10955,Ab,0.12 nM, ,19.5,SARS-CoV-2,S: RBD,- (),,,
ABSe1719,REGN10956,Ab,0.13 nM, ,26.2,SARS-CoV-2,S: RBD,- (),,,
ABSe1720,REGN10957,Ab,0.17 nM, ,2.35,SARS-CoV-2,S: RBD,- (),,,
ABSe1721,REGN10965,Ab,0.14 nM, ,22.8,SARS-CoV-2,S: RBD,- (),,,
ABSe1723,REGN10967,Ab,0.24 nM, ,0.966,SARS-CoV-2,S: RBD,- (),,,
ABSe1724,REGN10970,Ab,0.13 nM, ,5.82,SARS-CoV-2,S: RBD,- (),,,
ABSe1725,REGN10971,Ab,0.15 nM, ,2.67,SARS-CoV-2,S: RBD,- (),,,
ABSe1726,REGN10982,Ab,0.36 nM, ,20.6,SARS-CoV-2,S: RBD,- (),,,
ABSe1727,REGN10985,Ab,0.26 nM, ,1.54,SARS-CoV-2,S: RBD,- (),,,
ABSe1728,REGN10988,Ab,0.29 nM, ,27.7,SARS-CoV-2,S: RBD,- (),,,
ABSe1729,REGN10930,Ab,1.07 ng/ml, ,20.8,SARS-CoV-2,S: RBD,- (),,,
ABSe1730,REGN10996,Ab,11.3 ng/ml, ,71.8,SARS-CoV-2,S: RBD,- (),,,
ABSe1731,REGN10998,Ab,9.51 ng/ml, ,117,SARS-CoV-2,S: RBD,- (),,,
ABSe1732,REGN11000,Ab,27.9 ng/ml, ,172,SARS-CoV-2,S: RBD,- (),,,
ABSe1733,REGN11004,Ab,6 ng/ml, ,16.6,SARS-CoV-2,S: RBD,- (),,,
ABSe1734,REGN11006,Ab,1.4 ng/ml, ,4.1,SARS-CoV-2,S: RBD,- (),,,
ABSe1735,REGN11008,Ab,20.5 ng/ml, ,59.4,SARS-CoV-2,S: RBD,- (),,,
ABSe1736,CAB-A17,Ab,14 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1737,CAB-A17,Ab,16 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1738,CAB-A17,Ab,13 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1739,CAB-A17,Ab,12 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1740,CAB-A17,Ab,21 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1741,CAB-A17,Ab,16 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1742,CAB-A17,Ab,15 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1743,CAB-A18,Ab,20 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1744,CAB-A18,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1745,CAB-A18,Ab,11 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1746,CAB-A18,Ab,25 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1747,CAB-A18,Ab,26 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1748,CAB-A18,Ab,32 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1749,CAB-A18,Ab,12 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1750,CAB-A49,Ab,15 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1751,CAB-A49,Ab,13 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1752,CAB-A49,Ab,15 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1753,CAB-A49,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1754,CAB-B37,Ab,63 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1755,CAB-B37,Ab,46 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1756,CAB-B37,Ab,25 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1757,CAB-B37,Ab,34 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1758,CAB-B37,Ab,82 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1759,CAB-B37,Ab,54 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1760,CAB-B37,Ab,20 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1761,CAB-C19,Ab,17 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1762,CAB-C19,Ab,11 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1763,CAB-C19,Ab,5 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1764,CAB-C19,Ab,6 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1765,CAB-C19,Ab,22 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1766,CAB-C19,Ab,20 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1767,CAB-C19,Ab,225 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1768,CAB-D16,Ab,11 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1769,CAB-D16,Ab,9 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1770,CAB-D16,Ab,27 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1771,CAB-D16,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1772,CAB-D16,Ab,16 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1773,CAB-D16,Ab,8 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1774,CAB-E24,Ab,13 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
ABSe1775,CAB-E24,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,BioRxiv (https://doi.org/10.1101/2022.01.03.474825),2022,,
