Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe0251,CV38-142,Ab,23.2 ng/ml,5.6 ng/ml,1.05,SARS-CoV-2,S: RBD,33058755 (ng/ml),2020,,IF0110
ABSe0252,CV38-183,Ab,3.7 ng/ml,5.4 ng/ml,0.0593,SARS-CoV-2,S: RBD,33058755 (ng/ml),2020,,
ABSe0253,CV38-221,Ab,172.6 ng/ml,6.4 ng/ml,0.499,SARS-CoV-2,S: RBD,33058755 (ng/ml),2020,,
ABSe0254,CV-X1-126,Ab,44.2 ng/ml,5.5 ng/ml,0.243,SARS-CoV-2,S: RBD,33058755 (ng/ml),2020,,
ABSe0255,CV-X2-106,Ab,19.9 ng/ml,5.6 ng/ml,,SARS-CoV-2,S: RBD,33058755 (ng/ml),2020,,
ABSe0260,ab1,Ab, , ,1.5,SARS-CoV-2,S: RBD,33139569 (),2020,,
ABSe0286,C1A-B3,Ab,53 ng/ml, ,76.3,SARS-CoV-2,S: RBD,33200128 (),2020,7KFV,IF0029
ABSe0287,C1A-B12,Ab,81 ng/ml, ,4.22,SARS-CoV-2,S: RBD,33200128 (),2020,7KFW,IF0090
ABSe0288,C1A-C2,Ab,118 ng/ml, ,14.1,SARS-CoV-2,S: RBD,33200128 (),2020,7KFX,IF0091
ABSe0289,C1A-F10,Ab,8 ng/ml, ,55.7,SARS-CoV-2,S: RBD,33200128 (),2020,7KFY,IF0092
ABSe0303,P17,Ab,0.165 nM,0.029 nM,,SARS-CoV-2,S: RBD,33262452 (nM),2021,7CWN,IF0018
ABSe0304,Wang-C160,Ab, ,2.542 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0305,Wang-C166,Ab,1317.59 ng/ml,5.217 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0306,Wang-C169,Ab, ,30.38 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0307,Wang-C394,Ab,13.06 ng/ml,14.575 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0308,Wang-C405,Ab,317.51 ng/ml,40.83 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0309,Wang-C404,Ab,121.43 ng/ml,10.405 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0310,Wang-C311,Ab,126.84 ng/ml,2.8625 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0311,Wang-C443,Ab,30.63 ng/ml,23.91 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0312,Wang-C349,Ab,844.58 ng/ml,30.1 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0313,Wang-C353,Ab, ,391.3 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0314,Wang-C354,Ab, ,775.35 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0315,Wang-C357,Ab, ,482.95 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0316,Wang-C358,Ab, ,17.25 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0317,Wang-C380,Ab,2.93 ng/ml,2.774 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0318,Wang-C199,Ab, ,11.5 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0319,Wang-C300,Ab, ,>1000 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0320,Wang-C387,Ab,9.67 ng/ml,25.44 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0321,Wang-C388,Ab,10.1 ng/ml,25.125 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0322,Wang-C450,Ab,602.2 ng/ml,99.6 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0323,Wang-C402,Ab,31.89 ng/ml,36.88 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0324,Wang-C398,Ab,47.67 ng/ml,30.005 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0325,Wang-C431,Ab,20.87 ng/ml,10.916 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0326,Wang-C395,Ab,3.49 ng/ml,5.386 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0327,Wang-C386,Ab,5.76 ng/ml,252.95 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0328,Wang-C435,Ab,5.93 ng/ml,15.255 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0329,Wang-C451,Ab,92.08 ng/ml,34.23 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0330,Wang-C432,Ab,12.25 ng/ml,14.72 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0331,Wang-C433,Ab,25.83 ng/ml,85.16 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0332,Wang-C454,Ab,641.39 ng/ml,99.785 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0333,Wang-C474,Ab, ,50.385 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0334,Wang-C434,Ab,51.86 ng/ml,24.085 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0335,Wang-C330,Ab, ,>1000 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0336,Wang-C331,Ab,208.18 ng/ml,2.957 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0337,Wang-C332,Ab, ,0.7652 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0338,Wang-C333,Ab,70.32 ng/ml,1.4655 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0339,Wang-C334,Ab,1286.41 ng/ml,3.0195 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0340,Wang-C384,Ab, ,515 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0341,Wang-C194,Ab, ,140.7 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0342,Wang-C195,Ab, ,106 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0343,Wang-C196,Ab, ,>1000 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0344,Wang-C197,Ab, ,23.55 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0345,Wang-C437,Ab,7.32 ng/ml,26.62 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0346,Wang-C360,Ab, ,2.243 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0347,Wang-C362,Ab,58.75 ng/ml,3.3485 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0348,Wang-C363,Ab, ,7.744 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0349,Wang-C365,Ab,1226.08 ng/ml,17.895 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0350,Wang-C366,Ab,119.97 ng/ml,0.92685 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0351,Wang-C367,Ab, ,837.7 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0352,Wang-C369,Ab,138.91 ng/ml,5.3705 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0353,Wang-C370,Ab, ,23.42 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0354,Wang-C371,Ab,25.46 ng/ml,0.79 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0355,Wang-C382,Ab,42.91 ng/ml,1.3675 ng/ml,,SARS-CoV-2,S: RBD,33288661 (ng/ml),2021,,
ABSe0360,910-30,Ab,71 ng/ml, ,0.23,SARS-CoV-2,S: RBD,33442681 (),2020,7KS9,IF0098
ABSe0361,DH1043,Ab,0.034 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,IF0109
ABSe0362,DH1125,Ab,0.073 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0363,DH1042,Ab,0.071 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0364,DH1179,Ab,0.12 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0365,DH1184,Ab,0.064 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0366,DH1041,Ab,0.015 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,7LAA,IF0105
ABSe0367,DH1186,Ab,0.081 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0368,DH1044,Ab,0.076 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0369,DH1213,Ab,0.033 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0370,DH1126,Ab,0.178 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0371,DH1161-1,Ab,0.11 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0372,DH1173,Ab,0.138 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0373,DH1143,Ab,0.272 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0374,DH1154,Ab,0.132 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0375,DH1047,Ab,0.124 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,7LD1,IF0107
ABSe0376,DH1151,Ab,0.367 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0377,DH1197,Ab,0.987 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0378,DH1160,Ab,0.335 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0379,DH1140,Ab,3.167 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0380,DH1210,Ab,5.334 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0381,DH1150,Ab,8.8 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0382,DH1045,Ab,1.437 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0383,DH1046,Ab,1.086 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0384,DH1180,Ab,8.969 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0385,DH1155,Ab,7.904 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0386,DH1193,Ab,0.999 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0387,DH1111,Ab,3.686 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0388,DH1161-2,Ab,12.54 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0389,DH1073,Ab,3.218 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0390,DH1130,Ab,8.113 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0391,DH1082,Ab,12.79 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0392,DH1072,Ab,3.54 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0393,DH1196,Ab,66.45 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0394,DH1214,Ab,>100 ng/ml, ,,SARS-CoV-2,S: RBD,33442694 (),2020,,
ABSe0404,C050,Ab,12.92 ng/ml,1.93 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0405,C057,Ab,2.78 ng/ml,2.31 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0406,C059,Ab,8.35 ng/ml,1.88 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0407,C062,Ab,703.61 ng/ml,4.69 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0408,C064,Ab,3053.48 ng/ml,362.7 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0409,C065,Ab,2746.14 ng/ml,29.13 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0410,C066,Ab,22.8 ng/ml,4.2 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0411,C067,Ab,87.33 ng/ml,6.98 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0412,C068,Ab,54.7 ng/ml,5.46 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0413,C069,Ab,10.04 ng/ml,381.4 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0414,C086,Ab,7.02 ng/ml,3.01 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0415,C088,Ab,14.54 ng/ml,2.44 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0416,C519,Ab,23.81 ng/ml,1.06 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0417,C502,Ab,12.49 ng/ml,2.31 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0418,C503,Ab,21.57 ng/ml,6.48 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0419,C505,Ab,234.42 ng/ml,9.08 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0420,C507,Ab,1102.33 ng/ml,5.6 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0421,C509,Ab,14.21 ng/ml,4.44 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0422,C511,Ab,28.83 ng/ml,1.33 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0423,C513,Ab,12.86 ng/ml,1.31 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0424,C514,Ab,22.28 ng/ml,0.82 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0425,C598,Ab,7.12 ng/ml,3.78 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0426,C523,Ab,973.58 ng/ml,9.08 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0427,C524,Ab,8.01 ng/ml,4.99 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0428,C525,Ab,317.73 ng/ml,10.56 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0429,C526,Ab,412.25 ng/ml,18.25 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0430,C527,Ab,917.08 ng/ml,13.44 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0431,C528,Ab,4005.3 ng/ml,5.66 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0432,C529,Ab,577.95 ng/ml,7.99 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0433,C530,Ab,1068.11 ng/ml,10.46 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0434,C531,Ab,55.18 ng/ml,6.84 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0435,C532,Ab,116.15 ng/ml,1 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0436,C533,Ab,14.15 ng/ml,1.61 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0437,C535,Ab,372.46 ng/ml,2.46 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0438,C536,Ab,91.11 ng/ml,1.87 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0439,C539,Ab,657.71 ng/ml,1.3 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0440,C540,Ab,7379.68 ng/ml,2.9 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0441,C542,Ab,16.46 ng/ml,1.07 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0442,C543,Ab,1389.22 ng/ml,1.28 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0443,C544,Ab,2413.78 ng/ml,2.34 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0444,C545,Ab,2711.36 ng/ml,3.67 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0445,C553,Ab,687.37 ng/ml,1.19 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0446,C555,Ab,276.16 ng/ml,2.88 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0447,C559,Ab,613.04 ng/ml,2.89 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0448,C561,Ab,47.02 ng/ml,1.53 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0449,C562,Ab,2552.29 ng/ml,2.55 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0450,C563,Ab,4.51 ng/ml,1.18 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0451,C092,Ab,227.25 ng/ml,7.06 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0452,C094,Ab,470.54 ng/ml,1.67 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0453,C521,Ab,11.3 ng/ml,6.9 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0454,C522,Ab,20.64 ng/ml,0.93 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0455,C095,Ab,11.28 ng/ml,1.09 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0456,C096,Ab,80.2 ng/ml,5.18 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0457,C097,Ab,9.6 ng/ml,3.45 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0458,C043,Ab,10.56 ng/ml,12.13 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0459,C046,Ab,8.69 ng/ml,4.02 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0460,C049,Ab,18.12 ng/ml,4.09 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0461,C703,Ab,681.46 ng/ml,10.95 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0462,C706,Ab,2030.41 ng/ml,73.48 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0463,C708,Ab,488.95 ng/ml,130 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0464,C709,Ab,406.54 ng/ml,7.56 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0465,C565,Ab,25.58 ng/ml,1.27 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0466,C566,Ab,129.68 ng/ml,5.88 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0467,C569,Ab,2427.93 ng/ml,11.05 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0468,C570,Ab,207.05 ng/ml,0.74 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0469,C571,Ab,326.24 ng/ml,4.63 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0470,C572,Ab,72.63 ng/ml,2.9 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0471,C573,Ab,13.41 ng/ml,2.2 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0472,C575,Ab,5394.51 ng/ml,6.09 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0473,C577,Ab,419.38 ng/ml,1.32 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0474,C578,Ab,13.27 ng/ml,1.08 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0475,C579,Ab,154.75 ng/ml,3.48 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0476,C580,Ab,116.79 ng/ml,1.81 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0477,C582,Ab,161.62 ng/ml,8.43 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0478,C583,Ab,37.71 ng/ml,4.42 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0479,C584,Ab,3453.82 ng/ml,10.5 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0480,C585,Ab,222 ng/ml,11 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0481,C586,Ab,45.2 ng/ml,5.42 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0482,C587,Ab,6.17 ng/ml,4.39 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0483,C588,Ab,12 ng/ml,1.36 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0484,C589,Ab,227.05 ng/ml,6.61 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0485,C590,Ab,96.65 ng/ml,2.81 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0486,C592,Ab,18.96 ng/ml,5.99 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0487,C593,Ab,10.24 ng/ml,4.36 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0488,C595,Ab,53.21 ng/ml,2.04 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0489,C596,Ab,965.51 ng/ml,21.02 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0490,C083,Ab, ,25.12 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0491,C058,Ab,5.28 ng/ml,2.28 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0492,C085,Ab,17.18 ng/ml,2.38 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0493,C089,Ab,>10000 ng/ml,4.69 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0494,C515,Ab,11.04 ng/ml,1.73 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0495,C516,Ab,8.85 ng/ml,2.31 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0496,C517,Ab,11.31 ng/ml,0.87 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0497,C597,Ab,5.09 ng/ml,3.76 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0498,C547,Ab,5301.94 ng/ml,1.78 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0499,C552,Ab,3095.35 ng/ml,1.08 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0500,C556,Ab,47.18 ng/ml,1.36 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0501,C560,Ab,145.86 ng/ml,1.6 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0502,C213,Ab,2128.97 ng/ml,2.02 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0503,C217,Ab,8055.33 ng/ml,2.28 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0504,C091,Ab,56.67 ng/ml,89.45 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0505,C093,Ab,22.8 ng/ml,1.02 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0506,C034,Ab, ,15.67 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0507,C048,Ab,62.2 ng/ml,4.8 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0508,C576,Ab,16.19 ng/ml,5.29 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0509,C581,Ab,31.57 ng/ml,1.58 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0510,C591,Ab,245.65 ng/ml,3.83 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0511,C594,Ab,158.54 ng/ml,2.63 ng/ml,,SARS-CoV-2,S: RBD,33461210 (ng/ml),2021,,
ABSe0512,XG005,Ab,6.1 ng/ml, ,,SARS-CoV-2,S: RBD,33485405 (),2021,,
ABSe0513,XG014,Ab,14.4 ng/ml, ,,SARS-CoV-2,S: RBD,33485405 (),2021,,
ABSe0514,XG016,Ab,9.1 ng/ml, ,,SARS-CoV-2,S: RBD,33485405 (),2021,,
ABSe0515,XG038,Ab,12.7 ng/ml, ,,SARS-CoV-2,S: RBD,33485405 (),2021,,
ABSe0518,ADI-55688,Ab,3200 ng/ml, ,,SARS-CoV-2,S: RBD,33495307 (),2021,,
ABSe0519,ADG-2,Ab,30 ng/ml, ,0.43,SARS-CoV-2,S: RBD,33495307 (),2021,,
ABSe0522,COV107-23,Ab, , ,1,SARS-CoV-2,S: RBD,33532781 (),2021,7LKA,
