Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe0969,Shiakolas_5317-4,Ab,14.8 ng/ml, ,1.78,SARS-CoV-2,S: RBD,34100018 (),2021,,
ABSe0970,Shiakolas_5317-7,Ab,1179 ng/ml, ,10.5,SARS-CoV-2,S: RBD,34100018 (),2021,,
ABSe0975,Shiakolas_53182-1,Ab,343 ng/ml, ,2.81,SARS-CoV-2,S: RBD,34100018 (),2021,,
ABSe0976,Shiakolas_53182-3,Ab,253 ng/ml, ,8.32,SARS-CoV-2,S: RBD,34100018 (),2021,,
ABSe0977,Shiakolas_53182-6,Ab,77 ng/ml, ,9.35,SARS-CoV-2,S: RBD,34100018 (),2021,,
ABSe0978,Shiakolas_53182-9,Ab,289 ng/ml, ,0.0475,SARS-CoV-2,S: RBD,34100018 (),2021,,
ABSe0979,C1002,Ab,22.51 ng/ml,0.83 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0980,C1003,Ab,2.4 ng/ml,1.82 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0982,C1006,Ab,42.01 ng/ml,2.04 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0983,C1007,Ab,52.22 ng/ml,3.22 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0984,C1008,Ab,697.1 ng/ml,17.23 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0985,C1009,Ab,5.23 ng/ml,1.34 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0986,C1012,Ab,410.41 ng/ml,3.29 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0987,C1013,Ab,65.35 ng/ml,8.92 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0988,C1016,Ab,30.39 ng/ml,2.16 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0989,C1018,Ab,>1000 ng/ml,3.09 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0990,C1019,Ab,30.25 ng/ml,2.8 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0991,C1024,Ab,64.49 ng/ml,2.37 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0992,C1025,Ab,715.4 ng/ml,2.51 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0993,C1026,Ab,573.33 ng/ml,2.5 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0994,C1027,Ab,14.71 ng/ml,2.42 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0995,C1028,Ab,110.95 ng/ml,3.58 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0996,C1029,Ab,839.14 ng/ml,2.86 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0997,C1030,Ab,12.38 ng/ml,2.78 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0998,C1032,Ab,8.71 ng/ml,2.89 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe0999,C1034,Ab,65.08 ng/ml,2.77 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1000,C1035,Ab,16.26 ng/ml,2.05 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1001,C1036,Ab,21.28 ng/ml,1.02 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1002,C1038,Ab,76.71 ng/ml,2.46 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1003,C1039,Ab,198.05 ng/ml,2.61 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1004,C1040,Ab,53.92 ng/ml,2.08 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1005,C1043,Ab,30.33 ng/ml,2.77 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1006,C1044,Ab,782.77 ng/ml,3.22 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1007,C1047,Ab,112 ng/ml,2.46 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1008,C1048,Ab,90.54 ng/ml,2.41 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1009,C1049,Ab,157.42 ng/ml,2.81 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1010,C1052,Ab,6.92 ng/ml,2.64 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1011,C1056,Ab,304.35 ng/ml,1.76 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1012,C1058,Ab,17.12 ng/ml,2.13 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1013,C1059,Ab,24.15 ng/ml,1.69 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1014,C1060,Ab,14.7 ng/ml,2.67 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1015,C1063,Ab,104.46 ng/ml,3.04 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1016,C1065,Ab,8.28 ng/ml,3.52 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1017,C1066,Ab,34.85 ng/ml,3.01 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1018,C1068,Ab,33.86 ng/ml,2.477 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1019,C838,Ab,2.9 ng/ml,3.03 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1020,C842,Ab,8.44 ng/ml,3.01 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1021,C844,Ab,972.33 ng/ml,1.28 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1022,C845,Ab,494.25 ng/ml,1.39 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1023,C846,Ab,423.8 ng/ml,3.48 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1024,C847,Ab,411.22 ng/ml,3.06 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1025,C850,Ab,61.93 ng/ml,3.7 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1026,C851,Ab,12.93 ng/ml,2.83 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1027,C852,Ab,470.2 ng/ml,4.59 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1028,C853,Ab,11.43 ng/ml,2.3 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1029,C854,Ab,19.73 ng/ml,2.57 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1030,C855,Ab,20.28 ng/ml,2.73 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1031,C861,Ab,489.37 ng/ml,3.61 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1032,C863,Ab,167.32 ng/ml,3.31 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1033,C864,Ab,12.14 ng/ml,1.89 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1034,C867,Ab,13.47 ng/ml,2.71 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1035,C868,Ab,61.26 ng/ml,3.39 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1036,C869,Ab,145.34 ng/ml,3.14 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1037,C871,Ab,13.15 ng/ml,1.52 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1038,C872,Ab,11.18 ng/ml,2.19 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1039,C873,Ab,5.29 ng/ml,4.05 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1040,C874,Ab,436.83 ng/ml,5.2 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1041,C875,Ab,8.09 ng/ml,3.5 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1042,C876,Ab,7.44 ng/ml,3.53 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1043,C877,Ab,15.71 ng/ml,2.53 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1044,C879,Ab,181.34 ng/ml,4.25 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1045,C880,Ab,23.83 ng/ml,2.2 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1046,C881,Ab,9.85 ng/ml,1.44 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1047,C884,Ab,37.14 ng/ml,4.22 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1048,C886,Ab,78.28 ng/ml,2.48 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1049,C887,Ab,2.07 ng/ml,2.53 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1050,C888,Ab,85.84 ng/ml,1.44 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1051,C889,Ab,6.07 ng/ml,4.25 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1052,C890,Ab,2.92 ng/ml,2.2 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1053,C892,Ab,62.71 ng/ml,2.9 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1054,C893,Ab,115.91 ng/ml,3.73 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1055,C894,Ab,97.11 ng/ml,16.77 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1056,C899,Ab,7.93 ng/ml,2.23 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1057,C900,Ab,13.62 ng/ml,2.54 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1058,C901,Ab,358.7 ng/ml,2.16 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1059,C902,Ab,8.77 ng/ml,3.39 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1060,C903,Ab,7.22 ng/ml,2.54 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1061,C904,Ab,5.6 ng/ml,3.31 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1062,C905,Ab,76.04 ng/ml,3.06 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1063,C906,Ab,4.91 ng/ml,1.07 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1064,C907,Ab,793.15 ng/ml,3.71 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1065,C908,Ab,89.77 ng/ml,1.27 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1066,C909,Ab,4.12 ng/ml,3.24 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1067,C910,Ab,2.66 ng/ml,2.47 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1068,C913,Ab,16.08 ng/ml,2.58 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1069,C914,Ab,182.76 ng/ml,1.59 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1070,C915,Ab,94.45 ng/ml,3.49 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1071,C918,Ab,3.66 ng/ml,1.78 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1072,C919,Ab,3.57 ng/ml,2.31 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1073,C920,Ab,10.47 ng/ml,2.35 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1074,C921,Ab,233.09 ng/ml,3.91 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1075,C922,Ab,2.34 ng/ml,2.42 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1076,C923,Ab,2.81 ng/ml,1.95 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1077,C924,Ab,90.56 ng/ml,2.5 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1078,C925,Ab,38.03 ng/ml,2.26 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1079,C926,Ab,4.01 ng/ml,4.72 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1080,C927,Ab,267.25 ng/ml,3.77 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1081,C928,Ab,89.53 ng/ml,4.14 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1082,C929,Ab,7.81 ng/ml,2.07 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1083,C930,Ab,12.25 ng/ml,1.24 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1084,C931,Ab,5.48 ng/ml,2.57 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1085,C932,Ab,3.62 ng/ml,3.57 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1086,C933,Ab,9.85 ng/ml,1.77 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1087,C934,Ab,8.52 ng/ml,0.95 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1088,C935,Ab,859.85 ng/ml,2.86 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1089,C936,Ab,10.13 ng/ml,1.56 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1090,C937,Ab,13.44 ng/ml,0.97 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1091,C938,Ab,11.43 ng/ml,2.63 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1092,C939,Ab,5.86 ng/ml,3.62 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1093,C940,Ab,9.33 ng/ml,1.795 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1094,C941,Ab,148.62 ng/ml,0.88 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1095,C943,Ab,87.03 ng/ml,2.59 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1096,C947,Ab,3.88 ng/ml,2.076 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1097,C951,Ab,7.77 ng/ml,0.81 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1098,C952,Ab,7.66 ng/ml,2.4 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1099,C954,Ab,10.93 ng/ml,1.48 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1100,C955,Ab,2.76 ng/ml,2.44 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1101,C956,Ab,17.76 ng/ml,1.58 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1102,C957,Ab,16.44 ng/ml,1.93 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1103,C958,Ab,379.01 ng/ml,4.02 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1104,C959,Ab,10.15 ng/ml,4.58 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1105,C960,Ab,127.01 ng/ml,1.62 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1106,C961,Ab,19.22 ng/ml,2.57 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1107,C962,Ab,12.93 ng/ml,1.74 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1108,C963,Ab,78.09 ng/ml,2.96 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1109,C965,Ab,2.63 ng/ml,1.69 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1110,C966,Ab,>1000 ng/ml,1.97 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1111,C967,Ab,14.64 ng/ml,3.58 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1112,C968,Ab,5.73 ng/ml,3.19 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1113,C969,Ab,585.28 ng/ml,3.49 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1114,C970,Ab,3.64 ng/ml,3.71 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1115,C971,Ab,90.43 ng/ml,2.21 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1116,C972,Ab,11.52 ng/ml,2.18 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1117,C973,Ab,5.71 ng/ml,2.87 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1118,C978,Ab,121.85 ng/ml,2.09 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1119,C980,Ab,3.8 ng/ml,4.07 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1120,C981,Ab,459.46 ng/ml,2.12 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1121,C984,Ab,2.64 ng/ml,2.76 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1122,C985,Ab,6.79 ng/ml,3.67 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1123,C986,Ab,25.95 ng/ml,3.36 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1124,C987,Ab,9.16 ng/ml,3.11 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1126,C990,Ab,2.87 ng/ml,1.85 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1127,C991,Ab,50.21 ng/ml,3.46 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1128,C992,Ab,33.65 ng/ml,3.24 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1129,C993,Ab,8.94 ng/ml,2.29 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1130,C994,Ab,86.71 ng/ml,2.09 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1131,C995,Ab,5.99 ng/ml,3.79 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1132,C996,Ab,38.98 ng/ml,3.07 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1133,C997,Ab,7.42 ng/ml,3.49 ng/ml,,SARS-CoV-2,S: RBD,34126625 (ng/ml),2021,,
ABSe1134,Fab-108,Ab,370 ng/ml, ,72,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1135,Fab-120,Ab,7200 ng/ml, ,24,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1136,Fab-128,Ab,3500 ng/ml, ,57,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1137,Fab-158,Ab,100 ng/ml, ,172,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1138,Fab-160,Ab,220 ng/ml, ,7.7,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1139,Fab-178,Ab,1700 ng/ml, ,72,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1142,Fab-236,Ab,0.47 ng/ml, ,145,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1143,Fab-254,Ab,9300 ng/ml, ,127,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1144,Fab-324,Ab,0.9 ng/ml, ,111,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1146,Fab-46,Ab,2.4 ng/ml, ,83,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1147,Fab-64,Ab,14000 ng/ml, ,,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1148,Fab-80,Ab,1.3 ng/ml, ,142,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1149,Fab-82,Ab,2.2 ng/ml, ,206,SARS-CoV-2,S: RBD,34135340 (),2021,,
ABSe1161,CV1-30,Ab,44 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1162,CV2-20,Ab,7100 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1163,CV2-66,Ab,17000 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1164,CV3-1,Ab,7 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1165,CV3-7,Ab,4600 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1166,CV3-43,Ab,8000 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1167,CV3-45,Ab,15000 ng/ml, ,,SARS-CoV-2,S: RBD,34237283 (),2021,,
ABSe1169,P22A-1D1,Ab,19.8 ng/ml, ,5.79,SARS-CoV-2,S: RBD,34244522 (),2021,7CHS,IF0059
ABSe1170,P5A-3C8,Ab,11.2 ng/ml, ,1.3,SARS-CoV-2,S: RBD,34244522 (),2021,7CHP,IF0058
ABSe1171,P5A-1D2,Ab,27.3 ng/ml, ,14.02,SARS-CoV-2,S: RBD,34244522 (),2021,7CHO,IF0057
ABSe1172,S2D106,Ab, , ,0.05,SARS-CoV-2,S: RBD,34261126 (),2021,7R7N,IF0133
ABSe1173,S2H97,Ab,749 ng/ml, ,0.03,SARS-CoV-2,S: RBD,34261126 (),2021,7M7W,
ABSe1174,10D12,Ab,20 ng/ml, ,,SARS-CoV-2,S: RBD,34285195 (),2021,7E3C,
ABSe1175,7B8,Ab,50 ng/ml, ,,SARS-CoV-2,S: RBD,34285195 (),2021,7E+39,
ABSe1176,9G11,Ab,50 ng/ml, ,,SARS-CoV-2,S: RBD,34285195 (),2021,7E3B,
ABSe1177,2B11,Ab,1 ng/ml, ,4.76,SARS-CoV-2,S: RBD,34315862 (),2021,7E5Y,IF0076
ABSe1178,Fab_15033,Ab,489 ng/ml, ,0.3,SARS-CoV-2,S: RBD,34329642 (),2021,7KLG,
ABSe1179,TRES6,Ab,102 ng/ml,0.75 ng/ml,9.5,SARS-CoV-2,S: RBD,34355795 (ng/ml),2021,,
ABSe1180,TRES224,Ab,66 ng/ml,0.69 ng/ml,1.6,SARS-CoV-2,S: RBD,34355795 (ng/ml),2021,,
ABSe1181,TRES567,Ab,64 ng/ml,1 ng/ml,3.4,SARS-CoV-2,S: RBD,34355795 (ng/ml),2021,,
ABSe1188,nCoVmab1,Ab,10 ng/ml, ,,SARS-CoV-2,S: RBD,34373446 (),2021,,
ABSe1189,nCoVmab2,Ab,139 ng/ml, ,,SARS-CoV-2,S: RBD,34373446 (),2021,,
ABSe1190,N-612-056,Ab,7000 ng/ml, ,0.001,SARS-CoV-2,S: RBD,34545362 (),2021,7S0B,
ABSe1191,N-612-017,Ab,98 ng/ml, ,0.001,SARS-CoV-2,S: RBD,34545362 (),2021,7S0C,
ABSe1194,P5C3,Ab, ,4 ng/ml,,SARS-CoV-2,S: RBD,34599871 (ng/ml),2021,7P40;7PHG,
ABSe1196,PDI-62,Ab,287.5 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1197,PDI-68,Ab,42.44 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1198,PDI-69,Ab,40.79 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1199,PDI-71,Ab,17.95 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1200,PDI-73,Ab,29.28 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1201,PDI-78,Ab,144 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1202,PDI-79,Ab,33.65 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1203,PDI-91,Ab,96.86 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1204,PDI-97,Ab,31.74 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1205,PDI-98,Ab,14.2 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1208,PDI-161,Ab,29.84 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1211,PDI-178,Ab,28.75 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1213,PDI-204,Ab,32.24 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1214,PDI-209,Ab,32.13 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1215,PDI-213,Ab,34.47 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1218,PDI-225,Ab,16.55 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
ABSe1219,PDI-229,Ab,55.06 ng/ml, ,,SARS-CoV-2,S: RBD,34610292 (),2021,,
